id,name,artist_popularity,followers,genre,total_streams,total_saves,total_shares,listener_growth_rate
4wypGdKculxX8oolXLrTrF,TheLofiMaster,12,34,,1347107,218769,23991,0.16
4wE1yK5amPtp1a9OvEkOvd,Jay Rouse,12,212,,1277970,122079,20874,0.12
08Qq3Y7LI0cfkq894EgMWo,J.L.T,12,501,,1319593,197018,12475,0.1
2GpiO0zHhjRd4gOV5xKdN3,Absollem,12,546,,1370493,120366,17724,0.13
7EMWiEZp1AxYBKUVtXs29E,JAY ROZZ,12,1103,,1334496,227648,21492,0.07
2nWefmRaZ5x1QNWjbPD7xr,Simon Lovermann,12,664,,1428705,182182,20852,0.18
1WJ1xPyOeMJcam5F2wKqwM,AB,12,26,,1705054,134379,21476,0.08
0Q8oGPrnyqC0F2CRLO26vI,Subsoul,12,1360,,1693169,232973,18849,0.16
3Xaa25N0OU0yvYrPwG06v2,Ethan James,12,1434,,1591412,219133,14218,0.16
5dri381YbDhSj6uDiGDsTL,Flat Moon,12,889,,1556278,217679,16250,0.12
6hsbANogE0ZRzzxm5yn046,Terry Lemaster,12,48,,1572853,145515,21056,0.11
0UecM63ZwrGHegXvWpj1gj,Jay Tha Drank Leo,12,327,,1628688,155090,15413,0.13
35hL6cbu1AqSQ0rSwhCher,Lk Meena Tonk,12,105,,1221934,132338,22171,0.08
60b3ApaWrsyyA0OwaoipqY,Bassoonify,12,506,,2041213,179245,21460,0.16
7njVI64tD7tNReaQzVVbkS,Piano Music for Exam Study,12,238,,1859260,196240,14897,0.08
74osbw9ERozOGrDmFvzP15,Elektro Abhiijeet Manu,12,68,,1558176,210053,21203,0.09
4OMdj8PCJeExADgfAGMVQl,Silent_to_the_Mouth,12,4851,,1922352,227588,15151,0.08
77SmfXWbjSrnJUHncKYM8R,Jay Diamondz,12,696,,1461081,191835,15536,0.15
0lPv5DKOL9MKamM64ydqAH,Papa Jake,12,21112,,1356194,204126,16818,0.13
57Bit7Vva2DuROq9W3ZIht,Heart$ick Hermès,12,133,,2238987,234675,19555,0.14
3PbzygNiM8isqjzMneD7BG,UnderClass U.C.,12,337,,1770392,202667,15550,0.11
7DClQ8pWwW9UJNavuyYkxh,Alessio Cavallo,12,24,,2029933,142010,22864,0.12
3DrJoLTrMysTTl4ppcnK5C,Jeff Adams,12,115,,2013016,126306,16250,0.06
3HSzJF0pqgNE1PXrbpOjVW,Alyssa Marie Coon,12,490,,1378185,201820,23545,0.08
4SM5lm6uMcdxP8s42gmP0m,H O R U S 9,12,132,,2013481,218531,21498,0.07
1AMTNWiPByQpEsiY4IBgQm,Jesse Butterworth,12,394,,1565234,157892,16148,0.15
5HJx9NmsOzCBqNcFEFPbCF,Fifth Movement,12,460,,1578815,137728,19546,0.07
7IFy6bk5Xwsf0f58o1al0o,The Second Wave,12,1406,,1476623,160626,20611,0.12
3XnS7wB1qrjruIh5fO3j0V,Jesse Miles,12,899,,1302773,227704,23673,0.15
6KKIDnWEYeBvdIHzZGaXJd,Elie G,12,116,,2104277,195395,19859,0.11
1ENca2drFzSCaGUgIaEWyt,The Fifth Avenue Band,12,3203,,1386558,181875,17504,0.13
5dDhp6xumnT06y32TPdPG3,Jesse AM,12,10,,1512530,149927,12791,0.14
2QC0EY1efoDzBiRCoCAsDD,Alessandra Arena,12,32,,1294459,151067,23965,0.15
1tQAkhfhqNv6m6DUxFpEhc,Wildkogel Buam,12,548,,2280271,196675,19191,0.18
4rb9pNLC63mLhiRQZ4WW7R,Jimi Cringle,12,63,,1526076,234360,14293,0.11
0ww3OQM6EtL1ZeqWpYMVZa,WIFE MATERIAL,12,685,,2305219,231985,21164,0.13
3Cj2sm8d2M8KDblqCmy7jI,Dels,12,4537,,1460430,159862,15865,0.11
4mYaRKyYZ7OvR7I5HJK8WV,Neekowe,12,181,,1430055,198349,15583,0.12
1SEVRr6su1L6Mt4V4kRVZ3,Last Day Of Summer,12,192,,1669083,130698,13147,0.16
485FTYJV3xFeqZ8K540JPJ,Jimmy Hill,12,197,,2373100,212328,16253,0.12
36353KV0MEWQTQrb3cennt,Jeff Hendrick,12,537,,1915213,120634,20639,0.11
58YJLS6T3tP5Bvi6UwefTX,Charles the Emperor,12,3832,,1598449,155690,12899,0.07
7Kry4vMY7xRIGYIhIxSvhh,Richard Lloyd,12,2396,,2134898,215307,22661,0.07
5i5FInnpnKznHmdRntsXpi,DJ Florence Drake,12,210,fake,2232395,170239,19738,0.09
0STlo1molPNwMNcipxdqzW,Ameritz Tribute Club,12,494,fake,2381443,145784,12917,0.15
7pssOihnXbkpQ5tJBOKfaK,The Hit Squad,12,144,fake,1651630,149254,13468,0.17
7FAutlaokOl6lePZDdTEgs,Jenifer Solidade,12,4562,morna,1958038,193969,23497,0.17
4SzEdM3HSo8GconaNNDpwI,Longmont Potion Castle,12,10116,prank,2061911,201371,15776,0.08
3GAVGqFOOfpfSNjfpWsFWp,Ken Canedo,12,723,rosary,1812035,121372,20389,0.15
5oz3ukvCydQ9fAfvAHwe3z,Jennifer Koh,12,2296,violin,1258950,182669,18115,0.08
3amOMus2rGDPRrdH968jGL,School of the Gifted,12,803,wu fam,1315709,141680,12037,0.12
01C8gGSy00yG51FOfWzGpT,Nuz,12,4281,k-indie,1535526,157082,17383,0.14
0GRelLAVHzwasg0Ja7gJUy,The Karaoke Crew,12,10128,karaoke,1230042,201474,12522,0.15
4g83euv5krgJ45Y8DKhsxR,Karaoke All-Stars,12,1754,karaoke,2168668,154432,15151,0.16
6ObwpUGxINNfoilyRRhAsf,Putão No Beat,12,3576,no beat,2313203,226831,20514,0.09
5hKQVA377hopQ9HWPOseXF,Aaron Jackson,12,1679,bassline,2373280,203185,21700,0.09
1enzxwsFRCDPRFzCTcve3h,Aramis String Quartet,12,472,classify,1851496,200105,13369,0.08
1X86juxzBzrKVvN3kuYwoQ,may,12,432,emoplugg,1584902,214882,20520,0.15
18u92iDYcQ2TfbqnpSnErY,La Banda X,12,10465,merengue,1349159,199856,15091,0.06
0vxGs9Wd44fjJHqOOHzgDK,Jesse Dangerously,12,1809,nerdcore,1812861,134747,21106,0.16
70EDugmttoaPiyYPiGJOlt,Kimi Hendrix,12,536,suomirap,1520786,162060,22199,0.1
361pK7YDT3pQopAH7M0jr3,Marianne Mendt,12,2683,austropop,1792125,183700,14758,0.12
3znZaFxK0ZZXSSrmBqmMIV,Mr Beatnick,12,2559,bass trip,1797152,212124,15396,0.13
6ZULSpMrOzTKWPgjSKhARD,GORE STREET,12,1031,necrotrap,1308743,195242,14928,0.12
0xiKooeQZp7VJEAdQanvJ8,Gutu Abera,12,2416,oromo pop,1410093,161599,18426,0.12
38IEazFJcdmKJwhdphmSwu,Pegasisflame,12,548,sigilkore,1895805,229433,15787,0.12
6uKSKZRgSBZ4aCako6Ii3y,Trigo Limpo,12,389,urban kiz,1496716,144739,21950,0.11
1PvnNmZQzfHwh7NB4oEVlN,Chris Bey,12,1087,wrestling,2344972,155558,23914,0.08
43L1SHutsXnO3GIdKrDrmU,John Kiernan,12,506,wrestling,1216586,149609,13412,0.16
2s1OJF6Etcb6npyu2poqFk,Tiña,12,5667,crank wave,1571000,194209,14176,0.1
1IwEgeKYEzh9CBKd6SUH0m,Matt Wilson,12,971,jazz drums,2068713,189438,13553,0.06
59Fno0EElRpTVlTaJqpifl,RAUNA,12,213,chill house,1400130,157829,22662,0.08
5KTSB8X0opC29aSVK5f0vm,Bossolo,12,1535,deep g funk,1582543,144234,22885,0.14
520NZbzvcr5PHBU6zZusZx,Smooth Relaxing Jazz,12,1135,dinner jazz,1761373,218745,22591,0.14
4Lb66t4nj3SPoj0uK7RBno,Frenk,12,535,drill beats,2339036,175526,13442,0.12
2UjlAiZ8gqhkD6hTyxlahK,Jesse Cassettes,12,2635,future funk,1784386,177275,21993,0.11
7G5OmcnjTOcCvqYcTq44Un,Toricos,12,353,groove room,1321435,202178,13924,0.16
3U93X7RBrNsuyyZzxWXMyg,Maven Fernandes,12,380,konkani pop,1454851,161035,16994,0.17
05OHCWoZE1eERwTpeCW4xZ,Death Blossoms,12,1361,metal cover,1410357,148755,18336,0.08
6tQ9qv3wEzIG8OBO50bl58,Charlie Whitehead,12,449,rare groove,1261699,121967,21359,0.1
1hDWDDWB6xAXkOSGS3uiXb,Bustafunk,12,728,rebel blues,1605200,134433,18667,0.17
6udlDw2O1QyJHsxUVYzwf6,C-Leb & the Kettle Black,12,786,rebel blues,1426636,236769,13521,0.08
48ygphLPYaQbkDSIGK61Kg,skoopy dopper,12,8886,sinhala rap,2381651,159784,19595,0.07
14sT6n5yBc9s0mMVROGqJN,@fr4jola,12,649,trap baiano,1256848,196998,16807,0.18
48ArPjkg4eeTRFMB9abusw,Helenor,12,2555,boston indie,2188490,141683,12944,0.14
50WGKEN1OLzW7MLZ7RTFu7,Ruptured World,12,1615,dark ambient,1938348,202475,23860,0.07
3f2zD7f3ehkPP4flzK3nvS,Miguel Angel and Milo Melendez,12,1883,deep norteno,1983390,234619,18908,0.08
373xNNbUF6ypZ97H8KVGU0,Exodus Quartet,12,1370,jazz quartet,1570795,167007,13283,0.09
7Lw7cBgMxVphq1eCPq9Tai,Ronald Reggae,12,3212,reggae cover,1229499,213050,12711,0.12
3ui0899eHDdJf7214LcI7I,EMY ALUPEI,12,6019,romanian pop,2049009,239530,15864,0.1
3cgriDRzuTkL0lSgylcEee,Cherry Moon Trax,12,4329,belgian dance,2196333,178008,16130,0.18
2c3t2ivSBEaSRMSpz0nQ0I,Hera,12,1480,icelandic pop,2206965,215387,14755,0.17
5aHnvlbfwN3MEgVhcv6eYG,A-Sound,12,11412,mongolian pop,1391631,146927,15497,0.16
5rsf5ntwr3M4ggrB9lWls3,Toby Meyer,12,1031,swiss worship,2394636,217996,13841,0.15
0ZZ3KaoXVllpjeoba0hb76,Shawn Hess,12,1470,wyoming roots,1549419,187370,21445,0.13
1mtaJAxoe50UVhxjG3BRDd,Eyþór Gunnarsson,12,225,icelandic jazz,2173534,173540,18141,0.16
3Uqiej8rzmFMC4HBcpOsTz,Henry Franklin,12,3129,spiritual jazz,2319785,191824,15574,0.18
1O9pkJRFRbdwy1yKCOyh9k,Nicky Manuputty,12,2551,indonesian jazz,1976136,176569,20405,0.17
6MR6N2h4KSNmJ26OSrROYh,LIM JIMIN,12,34208,korean city pop,2090552,160830,14820,0.1
1eqmETCNp9LudDT0nBycHw,Brandi Wells,12,1310,post-disco soul,2125114,166693,16661,0.14
1HUoouYbs4mUsHyRJ6dvOu,Skool Boyz,12,1727,post-disco soul,1331082,188481,21497,0.09
2idLORxJWDvxudOXGjUn9L,George Shingleton,12,2474,roots americana,1232432,132680,19725,0.17
3scriORBjFxU0fjNVBIe4z,Snockp,12,4957,trap venezolano,2003367,221992,21522,0.11
3iCVIFB1U2ySM0uIA2npoM,London Vocal Academy,12,1625,vocal resources,1858341,165545,21480,0.18
0g3HxLqCm3M64azxAAWJb2,Tetsuji Hayashi,12,1434,classic city pop,1736243,130353,23629,0.14
0czBunSo5ui8sT4zfX3zgK,百合二重唱,12,3702,classic mandopop,1774571,191777,20827,0.09
2dIkQAkGBzP2FYtms8jgiX,Trío Tukuru Anapuecha,12,1077,musica purepecha,1753720,191649,19402,0.1
7iyqxUyAGz1CJZpIhMvvfh,Miguel Nandez,12,4377,spanish pop rock,1440511,137441,18153,0.17
567lNxgClzEyyUwf7Gdwb4,Prasad,12,1843,malayalam worship,1394974,143879,17058,0.12
5VzQHUIMr7yh62F2PcRy1p,David Grytten,12,355,norwegian pop rap,1984205,195600,22685,0.09
1Y6Okpi0EfKCbD0MVkMyI4,Gunnar Wennerberg,12,69,swedish classical,2274032,174559,13313,0.08
7bAVtjuPVGfCddyeQwsKkr,Q Bosilini,12,746,tennessee hip hop,1700884,173304,18708,0.14
5w5MVvOJSu0nGTFRkkc69W,Whitney,12,2749,variete francaise,1846501,188712,13050,0.17
6mVIepilotsPjD4ZmlFtE5,CS + Kreme,12,5134,experimental synth,2179621,188333,19808,0.18
3tPKumydOBlF2yLF0krfsL,Lauren Ritter,12,2008,organic electronic,1712678,221708,15848,0.14
4ue75s7fUgBNy065nhbteO,Talison Ruan,12,1776,reggae do maranhao,2326769,160842,14504,0.09
6W5XqrBVFKy0THpeIxBaDB,Chris Lam Sam,12,136,nz children's music,2253568,158290,16275,0.11
1qklkH19ML7oFa9IRbR6yi,Eden Samara,12,1237,canadian electropop,2060429,151140,23550,0.07
0ArKYG7QQIbhIegyOozt7i,Soli,12,294,classic persian pop,2136560,147470,12856,0.12
6aslPjF5zo34qCsgEHVbs8,Johnny Cruz,12,5473,salsa international,1389346,197893,18587,0.12
5Tu7KEsiLMT7gyi8Dvg6FO,Miranda Martino,12,760,vintage italian pop,2101027,122973,18764,0.12
3JDRV2y5e0wlV5gfkkDtqN,Miguel Quiñones,12,5144,deep latin christian,2117289,143736,19620,0.13
390rlknQEfIDTkwe87Fl7j,May Abd El Aziz,12,8042,egyptian alternative,1265264,234656,20880,0.17
30BrkjITb7C6Qr9pzHxzgy,Ponto de partida & Meninos de Araçuaí,12,1073,musica para criancas,1314581,177234,14857,0.07
4n3F5413y5LjhB9aWgB9Wh,Rosalie Sorrels,12,2241,american folk revival,1572605,228924,19255,0.13
4nK9Szdh0NKJpySxhGEvfj,Krzaquu,12,164,polish alternative rap,1694687,214356,14711,0.09
5CwMzhQzGNdjTgjI88nDGk,UKNWN,12,5705,uk alternative hip hop,1940773,124316,21251,0.1
7CMDtotOom4MIRumUnpzzL,Warfect,12,7131,new wave of thrash metal,2052315,205564,20142,0.08
3GvVpkFxJxwEgm4FzqJxfq,Rapper Big Deal,12,3392,northeast indian hip hop,2267346,161589,21395,0.06
5PR2gJNMKb3nma8QuTRjie,The Brunettes,12,5010,auckland indie,2202844,198027,18652,0.1
5a5Q7UmYrVvAtVtantMthJ,Miranda,12,2187,folk brasileiro,1756436,189592,13319,0.1
55LGY0kC36kQkCpZ6suaoq,Mac Myc,12,2639,italian underground hip hop,2028734,202688,15854,0.06
2hbba2BStMNL0srnRkyZc1,Maria Carta,12,2653,italian folk,1840964,121605,23231,0.12
19euv5IqFYsodfLylCWOQy,ayron,12,733,south african underground rap,2355686,136667,14898,0.12
73TQfab4llTMveDPy0z2oE,3 Problems,12,4935,st louis drill,1316600,177625,15780,0.13
0b1GfjTK9skKhUrQum9JSp,Nikki Mbishi,12,12879,bongo flava,1740137,152765,21334,0.13
4wFXtrXI9ZLILb0K3uOh2z,DJ Romain,12,1188,deep funk house,1892631,191283,20886,0.06
5tr9ik6zvne8ykaN5iC7Yk,Carlo Frigeri,12,1007,indie boliviano,1926829,233885,13496,0.11
2qzeT1di9ABANEoqIYH4cy,Pepper Rabbit,12,9011,new orleans indie,1945797,185265,22367,0.08
4bmJFapr7wQD6xdjcqWjcL,Danny Scrilla,12,2929,classic dubstep,2331098,208355,17974,0.12
5pxb4FJJzapQG0J5zmX2jz,Sunchase,12,2966,minimal dnb,2387821,164407,17761,0.07
4x9fuObP8xtuW0MOCfHdB6,Kaysee,12,3864,assamese pop,1217946,201293,14211,0.15
00ESOUu2kJw00iHIulANE6,Masonna,12,10481,japanoise,2362185,165014,12539,0.07
6YppNPO51YVydiPnITvtmP,JOOL,12,3450,dubstep,2374188,146854,12202,0.11
7LUDXjoc4vNLFzNSES0Kcm,Skizzo,12,2493,musique urbaine brazzaville,1485287,137521,23961,0.09
2sNvfmurjNS4tsvKRdMjHw,Enchant,12,11395,neo-progressive,1347262,205091,20276,0.11
6pYojTiWdWTYZLxZ5pVFYV,Evan Ziporyn,12,1547,american 21st century classical,1795930,211970,16761,0.13
2sc5IHyZ3Bqsol0JdbFd9G,Jonathan Harvey,12,2154,british contemporary classical,1497637,135163,17003,0.07
7IqwNdpG9USkkEH36pkKEB,Elliott Carter,12,5920,american modern classical,1236794,230143,22748,0.1
0rRkVfXZHBGSN4JzV57bVT,Luca Grace Kampmann,13,65,,1691853,160959,25452,0.18
0wIuJnSUmeWsw2VJGrlJNZ,Luucc,13,103,,2124503,207813,21313,0.14
0WtuWklruiIIqO5Nwpd5I6,Luca,13,4072,,2399263,175086,22852,0.11
3fNM7EU0uD2VqixYTCr8Ym,Luvcache,13,198,,2335803,166588,25061,0.1
30vypgKajd6TADkl8RggWd,Ariane Gabriel,13,712,,2463958,191763,21317,0.09
5GrYSX7RkjYmhl0eUWRcpH,X & Ivy,13,164,,2010194,176827,23564,0.11
2V9BaqjysjWIIi3GePdYXu,REP Festival,13,2844,,1315438,249944,16446,0.16
2NDx1TMo3T9rPYxJIsw5UT,cvrlx,13,738,,1734327,160172,18274,0.08
1gXUVSy102RYie27KecBrB,Luca´Spirit,13,701,,1788064,213724,16129,0.07
5UhYd9YOYcEp0j9gzQ69kH,Ochoa,13,1111,,1343626,135041,24615,0.08
59BD3WUU4Sa0fVBgDNdcEz,Ahri Arianna Vitale,13,189,,1389644,205872,20926,0.17
1JBCuSGwk0Fxcm8gC5sLjh,G-Trill,13,3396,,2398501,207352,14948,0.09
0SvmgigLWlP2NMvNGSGViY,Acoustic Mode,13,35,,1693294,245753,18944,0.19
3tLTi6STUpGLPCQJD3996M,Xydistic,13,81,,2517700,182154,20017,0.13
6luvHB2gkRdRlNvcQSLmxQ,Ameritz Top Tracks,13,1397,,1833745,144291,22661,0.09
72anORkQ1Vf7j1LedlMVHj,Party Hit Kings,13,13036,,1388763,131024,23236,0.14
2qv1mRVZMyj1EJJdJmrZ7s,Ainjo,13,1355,,2196353,187527,16400,0.12
6Iq7pvBye73XCoeUIxGuZP,Cordell Drake,13,570,,2400426,204308,16519,0.13
7Krwyhy4UqmQbOtYaZTiiW,Street People,13,197,,1659038,206577,23161,0.18
24JtFCHaZmyh594WvzlCqs,Lying for Friends,13,730,,1967328,163066,24676,0.13
6TkJaIpehoidHJTq51UiTB,Jennifer LaMountain,13,3021,,2587948,258606,23477,0.08
3g0RhTADGNS0bE6xu5ylfV,bloodtrials,13,384,,2507817,197244,24546,0.12
5j8JkHojStMPzio4stgDBX,Slimelife GG,13,515,,2172657,179333,19633,0.17
5uqynxiBsA8OSAz8MJ3uJK,The Jazz Lounge Niki Band,13,821,,1693753,248966,22730,0.11
42Ry3nWGThga0O6rDxUwX5,50fifty,13,686,,2547917,216416,22297,0.15
2VAesrbBYOoxTTfn6ubSpG,Jennifer Masala,13,735,,2319370,259999,20131,0.07
34Up8xuUU3i5sHgUZPwlW0,Jason Matu,13,773,,1441732,218024,22869,0.13
2QH1BbMsSHBraJDxso0bQ7,Piano Pacifico,13,64,,2316740,169443,22663,0.09
4c2k91vnECd0oMr9B5XEjL,Akishige Horita,13,91,,2258966,138057,15511,0.13
4CmpyoZHefRjLevYwkwZlh,ANGERMANAGEMENT,13,39,,1706109,131600,18442,0.17
6RXfBqGg0YwfM7jVCTq79W,illneas,13,4997,,2578770,156883,14427,0.19
0kaFVAigKQNC5TaXTo7Cm7,YAKUZA,13,1874,,2039449,237696,15198,0.18
3MSqBNJLOJa9969tj8f0lU,Stash Guapo,13,1180,,2245739,176094,13296,0.15
5QudGDXQi1yGCjENRjMNeQ,Blynk,13,428,,1719532,197414,24792,0.15
0VuWLzYRihRAGF0WZWwwza,Ed Martinez,13,223,,1675142,185368,18245,0.11
4PMZ7Et5jAEKdQA2bzCrmT,Tiago Contieri,13,428,,2070566,188322,24607,0.17
0YJLYsFW5gVgKc1G3i8CX5,Oposition,13,1647,,1694665,151915,24796,0.17
6NhJ3byRXx7HJzpryxi8w7,Kohmi,13,3369,,2201734,133320,23191,0.15
2AXWwvFlIaRoBBvPadVM68,Slaey Lcetti,13,708,,1511932,175742,16854,0.19
1myTSVHWpFoYezU5nbrntQ,Flyboyeli,13,1681,,1341482,244318,25134,0.19
4vksgeIKSCLVosRusxcNN2,Graymatter,13,1138,,2463850,149501,14041,0.1
0i3IqKR5cfnTOgmE5qoVzE,Six,13,778,,1871519,148267,23477,0.08
7jU01VQwoFaaiA5fwCZjhX,Celine Lunder,13,598,,1487903,233093,22006,0.1
3apBl86IbarP5GvuWg0M6W,Lullaby Baby,13,617,,1374943,184262,18152,0.17
5Wu8ErKnsewuBumVhV93Sa,nolan2real,13,42,,1929583,142124,22577,0.1
4eYbxf7rkZZGxoOmhxkucV,Yvng Kozik,13,3242,,1868718,142093,21692,0.11
3zZhTmQv6u3VE0FNGR52cw,Thea S,13,48,,2258676,211453,15499,0.18
19jnnDrRBTnt263wU3j1SO,DJ L3,13,136,,1319809,227067,20521,0.12
3GzUUVmsUqlkaSfANSpKGF,Carvo Cardo,13,3175,,2080982,206468,17649,0.11
4esMqJj2WNYiXx7vYgXOWG,DJ Trending,13,621,,2184792,190997,24942,0.08
0BTRiFUntM4F6KhTAJ6rmv,Cardio Remix Hits,13,627,,2021870,145871,16250,0.15
3c5EoD3rQqbkXYSL22CRJh,LUMJR,13,562,,2201903,193962,21788,0.1
1LrrYEgEl0UosMBPPZOSBW,DJ Cardio,13,1442,,1915071,244361,19808,0.13
6764SDB0nJncdof1kz3O3U,Jason Rivas,13,781,,1496854,135460,13281,0.17
6P70J3b9TT5Dzvd3o9F4QR,NIRØ,13,1125,,2553639,251274,20841,0.15
3zlHdjWDEPhdYWLEJZrURh,EGALOIN,13,0,,1542720,238305,20243,0.17
0VsjIxmLw4Oy8Qxl959mvg,Napoleon Usher,13,3,,1965037,238118,16095,0.15
5ut4VQiwNkR5WDmRwdSgrM,Jennifer Perry,13,9,,1490450,241946,23358,0.1
6JHK1fRXGcNPe86gzDvPsS,DrakenBeats,13,10,,1974726,217127,19739,0.16
4qesed4w7RqsiRb5KjPKvZ,Craig Smith,13,192,,1458118,138642,15685,0.13
5VXsySdb2c1L1uqNyB5AT3,Carlos Ro Violin,13,692,,2348034,146385,23949,0.09
7K1iZegtjzsw1eZ99XRgqO,Lil Jezzy,13,514,,2357783,168231,24210,0.09
1MoeE8xpAXOhHnDWQYHCNY,Young Zen,13,851,,1577231,236574,23539,0.14
5cEC6oSmdvGfrYyVDv9uuM,Miley Flowers,13,53,,1889178,136551,24177,0.19
4Ej7qxDDvynFVnOq22c6jN,Casey Mattson,13,1535,,1403831,249826,18132,0.15
5SbIa2AOoeyJxFP2uINBIr,luke brown,13,1470,,2023267,224843,20470,0.08
6mKOqlRuNGivh0qDkrAB7l,Janelle Arthur,13,4061,,2578251,166848,25313,0.17
47nSFRjjH3iZBohefFZhrc,Dan Peerbolt,13,206,,1608545,193330,22807,0.17
0MJguoSvWCXCv69Mrr4xPk,Carrie Marshall,13,209,,1814685,210674,20641,0.12
53n8AvqPLxjipXrmq9bcXA,Carrie Mac,13,1250,,1877549,194320,17593,0.12
5OWt6MX85BzO7ydFi4IFYN,Mark Burchfield,13,615,,2217880,241819,24813,0.12
4sP0ut8h3t4uRkJazqm1DA,Casey McQuillen,13,2648,,1945105,134138,25618,0.07
1Wtioib1IFtGZHOJEZCwqr,Luke Brancaccio,13,1357,,1994988,186928,14535,0.14
713oewSWMFvjDMJV4l0dIM,Luke B,13,41,,1561963,236163,17205,0.16
0WqfvIHk0iWcqlp4UsZyMC,st.James,13,1062,,2490593,143292,22212,0.09
4mZArlYJlSfF17UIBeFvld,Kaneezy,13,1269,,2438429,224881,14225,0.16
00qQpvq5xXM642Md1cNUcM,ilyMIAMI,13,263,,2221891,185294,15777,0.08
5m2dXq4jT2cyDgipcdblbr,Grant Richards,13,645,,1589510,213730,21584,0.08
3DQTLotcsk2GavLszUC0vt,Dylan St. John,13,502,,2063444,214291,15106,0.18
252SkhiKsvRErAJ5ZfYfFD,adore,13,160,,1623221,179888,24502,0.17
4lmcxNmIi2timMqos50aqV,Alcaldeviolin,13,133,,2521751,155068,13277,0.1
7BmfdJB28dqduFA30V5BjL,Zac Colwell,13,352,,2253601,174074,25593,0.17
3ewP8HGSeJSvjKt3ToHHB8,Gio Lennox,13,503,,1534708,238858,20188,0.17
5QiypjTOGArUF7ZlyykXQF,Young Tola,13,110,,2032936,236699,13900,0.07
2rkUSY6802n0uDKGe9z4kI,LEAVE.,13,1263,,1586415,216690,17384,0.17
1L2dgYrQs4HZDHfYB2klTF,Jack Miller,13,2437,,2399315,152578,25092,0.15
7DlukqFfeH9vd9HZeazXKi,Max Mula,13,8033,,1863672,239012,25255,0.15
5bOnmo6hQq7FfNJaVOQODK,Gadi Finegold,13,335,,2589566,190463,13267,0.12
0yZFOu0JwpTTNVXhChi5Gr,Kenny Dreams,13,202,,2320801,174542,14111,0.12
71hvmmby9DiVL3oVkq4GaN,Megan Golden,13,1062,,2401742,137180,20853,0.08
0BmgT51Y8JI74rlRK7YcAL,Cole Plante,13,4344,,2478467,241817,14839,0.19
1ZcEKvq5UBx8vbuO99aokI,Future Someone,13,116,,2350132,252260,15383,0.09
2lo8Os0AsdmZS77qRWNQXC,Kanmice,13,28,,1466589,254132,25015,0.08
2RD8WghGrjxnCeAWRXY4wu,Mac NL,13,324,,1955189,177215,14876,0.15
3xTtXm1vJSZaSya6phR7QL,Danomay,13,1345,,2555825,205642,15258,0.19
6e1OXpbDzd5SBHHvnlPL3D,Josue Cristobal Bonilla Ministerio Vida,13,374,,1306188,192062,22492,0.14
2QhhRv5apqR3k61JA6PJt2,J.Costello,13,50,,2562479,160571,22737,0.18
4bSvQ0SdFWaeP2rKyvgYzF,Max Million,13,417,,2248489,248817,14185,0.13
46j1bwhIDgK49u89mK192f,Beatnet,13,543,,1314760,161716,18818,0.11
6S7lMwgafEK384nEx70j5E,Treasure Davis,13,2144,,1328906,235115,13723,0.16
0yIPhLM4VlVeTpe32ChFoP,Megan Lenius,13,2888,,2327164,226498,20135,0.1
5YtaGV7Jhkcqj2GLhNGQdN,King Couto,13,54,,1880623,204365,20887,0.17
43RWNRjlLzGTqOdcJdGAVL,Ramón Blanco Jr,13,305,,2392623,156939,23278,0.11
4P4XoMWWVzc9YJhrFBe0Xa,Suppa Fla,13,599,,2026429,257272,17458,0.18
059jVWIqXVJvAskIuJyScN,Travie Austin,13,1173,,1337267,254387,25806,0.17
4zPWs3JVANDp5hL8v2Umpi,YASSA,13,493,,1303347,165705,23836,0.15
10wcgyE0VDXfEs2eHR84XJ,Travis August,13,399,,1624708,213413,25737,0.15
5oY3JWHuYwMs08yobcNzVN,Duer Deep,13,707,,1874432,183947,21427,0.08
3ufkAYoXNXSird413z3oSB,C Breezy,13,335,,1742741,150484,23238,0.19
700zXzRibbJ1xNofU6EjSo,Heidi Anne,13,2095,,1330865,256821,21387,0.1
4zxsSHjSmxOI7v2bgUsEaG,Jake $ing,13,1181,,2447002,168302,15316,0.14
3d6cnOtl15j5LtDiAgXzGE,firstclasslikealways,13,166,,1450929,166648,14426,0.09
2kFTAqDRvT1agRhTScx6Nd,Njocki,13,25,,2460746,164771,17909,0.11
3cwYgjZE9PBbkVzs4BeLcf,Luke W,13,0,,1575553,252141,21152,0.16
2iW9SEDQvFW1xjwOITLpZm,Herbert Rhodes,13,0,,1469542,212347,25884,0.12
4CavijoEp6C3qeYXo6wKx0,Megan Jameson,13,0,,2017384,157845,18381,0.17
100oaT0aNJqETFFDCltUmG,Bello Weitz,13,3,,1619135,210514,21932,0.07
5mTWzR4nop3tzB6qJEfph9,London Oratory Schola Cantorum,13,10,,2522695,190591,16084,0.11
5kweGVKXCMjHKALCiaYs0H,Jacob Estep,13,17,,2119902,247231,14564,0.11
01f4yIjVL4v0QHZ5oYjZya,maak,13,18,,1694196,160121,16447,0.11
2zKL80BJq7pECAZhROTbYD,Brighi,13,2421,,2014297,246654,13364,0.19
1cp76IiO6sywVQMUC76TUU,Dessas,13,337,,1386978,200014,25507,0.13
0bHVjNgsMH7b4XxmWhR7Tl,Peaness,13,7264,,2458904,172274,20584,0.11
2bu2m51bYmzl0Y7Dzfwbdt,doggie,13,803,,1954666,175273,17664,0.14
